,Price,Rooms,Area,Floor,Max_house_floor,balcony_or_loggia,Bathroom,Year_built,District,Link
374,5550000,4,85.9,9,9,лоджия,раздельный,1989.0,Кировский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_99et._2342457923
375,2250000,2,46.0,2,2,балкон,совмещенный,1959.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_22et._2326612835
376,3650000,3,54.9,7,14,лоджия,раздельный,1981.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_549m_714et._2378879140
377,3750000,1,38.2,7,10,лоджия,раздельный,2008.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_382m_710et._2423867728
378,20000000,4,136.0,10,19,лоджия,раздельный,2019.0,Ленинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_136m_1019et._2143863000
379,5120000,4,77.2,4,12,лоджия,раздельный,1979.0,Кировский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_772m_412et._2255812297
380,5350000,2,44.0,7,19,лоджия,совмещенный,2011.0,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_719et._2346708822
381,4250000,3,60.0,1,9,лоджия,совмещенный,1973.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_19et._2412296273
382,2350000,1,32.0,1,5,балкон,совмещенный,1980.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_15et._2277356794
383,1750000,1,32.8,2,3,балкон,совмещенный,1959.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_328m_23et._2328067083
384,4000000,1,45.5,4,18,лоджия,совмещенный,2009.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_455m_418et._2402633573
385,4290000,2,44.0,6,9,лоджия,раздельный,1973.0,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_69et._2309126233
386,6592000,3,75.0,11,25,лоджия,раздельный,2021.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_75m_1125et._2289731829
387,2190000,1,31.3,2,5,балкон,совмещенный,1964.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_313m_25et._2383421731
388,6000000,3,61.2,25,25,лоджия,совмещенный,2019.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_2525et._2373280682
389,3750000,1,43.9,1,16,лоджия,совмещенный,2012.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_439m_116et._2346772840
390,4000000,3,63.1,2,5,балкон,раздельный,1963.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_631m_25et._2394463789
391,3590000,2,43.0,4,9,лоджия,раздельный,1976.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_49et._2417302601
392,2900000,1,38.3,3,10,лоджия,раздельный,2007.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_310et._2369542839
393,4090000,3,53.0,4,9,лоджия,раздельный,1975.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_49et._2378008594
394,5740000,2,77.0,10,19,лоджия,раздельный,2014.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_77m_1019et._2213094214
395,4900000,3,73.0,2,4,балкон,раздельный,1958.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_73m_24et._2215843562
396,3300000,2,45.0,5,5,балкон,совмещенный,1962.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_55et._2389009998
397,3937500,1,37.5,8,17,лоджия,совмещенный,2015.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_375m_817et._2417055132
398,3350000,1,42.1,11,16,лоджия,совмещенный,2016.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_421m_1116et._2427258029
399,2399000,1,30.9,4,5,балкон,совмещенный,1971.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_309m_45et._2393222188
400,3750000,2,50.0,3,12,лоджия,раздельный,1975.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_312et._2387092186
401,3850000,1,29.0,19,19,лоджия,совмещенный,2020.0,Свердловский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_29m_1919et._2424026847
402,2650000,1,24.3,4,5,балкон,совмещенный,1983.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_243m_45et._2403877759
403,3100000,2,44.9,5,5,балкон,раздельный,1971.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2380899499
404,6650000,4,81.9,12,16,балкон,раздельный,1990.0,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_819m_1216et._2349095476
405,5300000,2,45.0,2,19,балкон,совмещенный,2016.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_219et._2420557128
406,3060000,2,40.4,4,5,балкон,совмещенный,1960.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_404m_45et._2384027295
407,5790000,3,79.0,25,25,лоджия,раздельный,2018.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_79m_2525et._2328986866
408,5500000,4,81.7,7,9,балкон,раздельный,1990.0,Кировский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_817m_79et._2424691669
409,3390000,1,40.1,5,12,балкон,раздельный,2018.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_401m_512et._2412386618
410,5990000,3,66.0,3,17,лоджия,раздельный,2011.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_66m_317et._2325463937
411,3980000,3,67.4,9,10,балкон,раздельный,1991.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_910et._2180904547
412,2190000,2,46.3,3,5,балкон,раздельный,1984.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_35et._2269347438
413,3150000,2,40.0,4,5,балкон,совмещенный,1960.0,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_45et._2277430925
414,3700000,2,53.0,5,9,лоджия,раздельный,1987.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_59et._2365917325
415,4500000,1,35.0,6,15,лоджия,совмещенный,1988.0,Ленинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_615et._2213872095
416,3550000,1,37.8,4,4,лоджия,совмещенный,2022.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_378m_44et._2309406907
